# Chua circuit — regime 3: period_doubled
time_ms,x_V,y_V,z_V
133055.000,-1.9310,-0.1313,0.1740
133055.047,-1.7833,0.3339,0.5476
133055.094,-0.7454,0.4487,0.3364
133055.156,-0.1044,0.0885,-0.0690
133055.203,-0.6453,-0.2033,-0.1703
133055.250,-1.7686,-0.1203,0.1581
133055.297,-1.7161,0.2912,0.5000
133055.359,-0.8114,0.4096,0.3205
133055.406,-0.3962,0.0617,-0.0836
133055.453,-1.2314,-0.2399,-0.1361
133055.500,-2.0299,-0.0324,0.2961
133055.547,-1.5574,0.4048,0.5476
133055.594,-0.5513,0.3803,0.2045
133055.641,-0.0910,-0.0153,-0.1313
133055.703,-1.0348,-0.2265,-0.1129
133055.750,-1.8956,-0.0018,0.2985
133055.797,-1.4792,0.3877,0.5085
133055.844,-0.6062,0.3425,0.1960
133055.891,-0.5012,-0.0568,-0.1630
133055.953,-1.5452,-0.2460,-0.0470
133056.000,-2.0336,0.1044,0.4194
133056.047,-1.2460,0.4695,0.5085
133056.094,-0.3388,0.2790,0.1056
133056.156,-0.1716,-0.0885,-0.1667
133056.203,-1.3437,-0.2143,-0.0348
133056.250,-1.9115,0.0958,0.3828
133056.297,-1.2228,0.4219,0.4609
133056.359,-0.4805,0.2387,0.0702
133056.406,-0.7454,-0.1545,-0.1899
133056.453,-1.7979,-0.1923,0.0873
133056.500,-1.9200,0.2460,0.5134
133056.547,-0.9432,0.4780,0.4194
133056.594,-0.1777,0.1703,-0.0055
133056.641,-0.3938,-0.1618,-0.1825
133056.703,-1.6221,-0.1728,0.0678
133056.750,-1.8333,0.2118,0.4634
133056.797,-0.9933,0.4353,0.3950
133056.844,-0.4048,0.1435,-0.0165
133056.891,-0.9969,-0.2143,-0.1752
133056.953,-1.9481,-0.1007,0.2155
133057.000,-1.7149,0.3584,0.5513
133057.047,-0.6746,0.4267,0.2998
133057.094,-0.0934,0.0568,-0.0885
133057.156,-0.7589,-0.2082,-0.1545
133057.203,-1.8150,-0.0861,0.1984
133057.250,-1.6575,0.3193,0.5000
133057.297,-0.7552,0.3926,0.2851
133057.359,-0.4096,0.0324,-0.1093
133057.406,-1.3144,-0.2436,-0.1142
133057.453,-2.0433,0.0055,0.3303
133057.500,-1.4817,0.4304,0.5391
133057.547,-0.4963,0.3571,0.1911
133057.594,-0.0946,-0.0263,-0.1386
133057.641,-1.1252,-0.2241,-0.0971
133057.703,-1.9090,0.0165,0.3156
133057.750,-1.4304,0.3987,0.5037
133057.797,-0.5806,0.3230,0.1703
133057.844,-0.5391,-0.0775,-0.1716
133057.891,-1.6013,-0.2350,-0.0214
133057.953,-2.0177,0.1313,0.4402
133058.000,-1.1886,0.4695,0.4915
133058.047,-0.3022,0.2546,0.0751
133058.094,-0.2045,-0.1056,-0.1716
133058.156,-1.4060,-0.2118,-0.0140
133058.203,-1.9042,0.1190,0.4048
133058.250,-1.2057,0.4292,0.4634
133058.297,-0.4756,0.2155,0.0495
133058.359,-0.8016,-0.1716,-0.1899
133058.406,-1.8407,-0.1777,0.1020
133058.453,-1.8895,0.2643,0.5220
133058.500,-0.8895,0.4805,0.3999
133058.547,-0.1532,0.1435,-0.0238
133058.594,-0.4536,-0.1764,-0.1825
133058.641,-1.6624,-0.1606,0.0934
133058.703,-1.8053,0.2350,0.4792
133058.750,-0.9432,0.4304,0.3877
133058.797,-0.3962,0.1252,-0.0360
133058.844,-1.0604,-0.2228,-0.1667
133058.891,-1.9811,-0.0946,0.2228
133058.953,-1.7002,0.3547,0.5501
133059.000,-0.6380,0.4158,0.2753
133059.047,-0.0861,0.0421,-0.0983
133059.094,-0.8248,-0.2155,-0.1374
133059.156,-1.8382,-0.0726,0.2179
133059.203,-1.6233,0.3388,0.5122
133059.250,-0.7173,0.3926,0.2705
133059.297,-0.4194,0.0055,-0.1276
133059.359,-1.3632,-0.2546,-0.1093
133059.406,-2.0446,0.0201,0.3486
133059.453,-1.4389,0.4402,0.5403
133059.500,-0.4646,0.3425,0.1813
133059.547,-0.1020,-0.0372,-0.1435
133059.594,-1.1374,-0.2265,-0.1007
133059.641,-1.9139,0.0324,0.3291
133059.703,-1.3913,0.4023,0.4927
133059.750,-0.5562,0.3022,0.1471
133059.797,-0.5757,-0.0958,-0.1777
133059.844,-1.6453,-0.2289,0.0006
133059.891,-2.0055,0.1642,0.4621
133059.953,-1.1313,0.4792,0.4805
133060.000,-0.2705,0.2411,0.0568
133060.047,-0.2399,-0.1227,-0.1801
133060.094,-1.4536,-0.2082,-0.0006
133060.156,-1.8932,0.1410,0.4182
133060.203,-1.1581,0.4353,0.4487
133060.250,-0.4512,0.2155,0.0495
133060.297,-0.8150,-0.1703,-0.1850
133060.359,-1.8761,-0.1581,0.1313
133060.406,-1.8541,0.2863,0.5305
133060.453,-0.8370,0.4573,0.3718
133060.500,-0.1349,0.1215,-0.0433
133060.547,-0.5208,-0.1825,-0.1740
133060.594,-1.7063,-0.1386,0.1252
133060.641,-1.7698,0.2619,0.4915
133060.703,-0.8895,0.4255,0.3559
133060.750,-0.3926,0.0983,-0.0629
133060.797,-1.1313,-0.2375,-0.1618
133060.844,-2.0031,-0.0739,0.2497
