# Chua circuit — regime 1: fixed_point
time_ms,x_V,y_V,z_V
109982.555,-1.2607,0.1068,0.1764
109982.609,-1.2595,0.1044,0.1764
109982.656,-1.2582,0.1081,0.1764
109982.703,-1.2619,0.1081,0.1752
109982.750,-1.2619,0.1056,0.1752
109982.797,-1.2643,0.1044,0.1752
109982.859,-1.2631,0.1032,0.1691
109982.906,-1.2619,0.1068,0.1740
109982.953,-1.2643,0.1093,0.1777
109983.008,-1.2619,0.1068,0.1764
109983.055,-1.2607,0.1056,0.1740
109983.102,-1.2607,0.1056,0.1679
109983.148,-1.2619,0.1056,0.1752
109983.203,-1.2607,0.1081,0.1801
109983.258,-1.2595,0.1081,0.1752
109983.305,-1.2570,0.1068,0.1764
109983.352,-1.2619,0.1093,0.1740
109983.406,-1.2643,0.1093,0.1764
109983.453,-1.2607,0.1044,0.1752
109983.508,-1.2607,0.1068,0.1716
109983.555,-1.2607,0.1081,0.1764
109983.602,-1.2619,0.1105,0.1764
109983.656,-1.2619,0.1068,0.1752
109983.703,-1.2607,0.1020,0.1728
109983.750,-1.2619,0.1081,0.1728
109983.805,-1.2607,0.1166,0.1740
109983.859,-1.2595,0.1056,0.1777
109983.906,-1.2582,0.1044,0.1777
109983.953,-1.2607,0.1093,0.1728
109984.000,-1.2619,0.1081,0.1728
109984.055,-1.2619,0.1081,0.1764
109984.102,-1.2607,0.1068,0.1728
109984.148,-1.2607,0.1081,0.1777
109984.211,-1.2558,0.1093,0.1789
109984.258,-1.2607,0.1093,0.1777
109984.305,-1.2619,0.1081,0.1752
109984.352,-1.2631,0.1032,0.1716
109984.398,-1.2595,0.1081,0.1740
109984.453,-1.2607,0.1117,0.1764
109984.508,-1.2643,0.1044,0.1740
109984.555,-1.2582,0.1020,0.1728
109984.609,-1.2643,0.1044,0.1716
109984.656,-1.2631,0.1044,0.1752
109984.703,-1.2595,0.1032,0.1789
109984.750,-1.2595,0.1044,0.1764
109984.797,-1.2595,0.1056,0.1740
109984.859,-1.2619,0.1044,0.1752
109984.906,-1.2631,0.1056,0.1728
109984.953,-1.2607,0.1032,0.1728
109985.008,-1.2619,0.1056,0.1740
109985.055,-1.2607,0.1081,0.1764
109985.102,-1.2595,0.1117,0.1789
109985.148,-1.2619,0.1056,0.1752
109985.203,-1.2595,0.1044,0.1716
109985.258,-1.2619,0.1044,0.1752
109985.305,-1.2607,0.1117,0.1789
109985.352,-1.2607,0.1056,0.1777
109985.406,-1.2607,0.1056,0.1740
109985.453,-1.2631,0.1044,0.1728
109985.508,-1.2631,0.1044,0.1716
109985.555,-1.2643,0.1056,0.1740
109985.602,-1.2607,0.1068,0.1764
109985.656,-1.2582,0.1056,0.1752
109985.703,-1.2607,0.1081,0.1752
109985.750,-1.2643,0.1056,0.1740
109985.805,-1.2631,0.1032,0.1728
109985.859,-1.2631,0.1056,0.1703
109985.906,-1.2595,0.1105,0.1777
109985.953,-1.2595,0.1105,0.1813
109986.000,-1.2570,0.1081,0.1777
109986.055,-1.2607,0.1056,0.1740
109986.102,-1.2631,0.1032,0.1716
109986.148,-1.2631,0.1081,0.1752
109986.211,-1.2619,0.0971,0.1862
109986.258,-1.2595,0.1056,0.1764
109986.305,-1.2607,0.1068,0.1703
109986.352,-1.2631,0.1044,0.1703
109986.398,-1.2582,0.1068,0.1740
109986.453,-1.2631,0.1032,0.1764
109986.508,-1.2595,0.1056,0.1777
109986.555,-1.2607,0.1044,0.1740
109986.609,-1.2534,0.1056,0.1764
109986.656,-1.2595,0.1056,0.1764
109986.703,-1.2631,0.1044,0.1703
109986.750,-1.2521,0.1056,0.1740
109986.797,-1.2607,0.1105,0.1764
109986.859,-1.2595,0.1081,0.1777
109986.906,-1.2595,0.1081,0.1764
109986.953,-1.2607,0.1056,0.1740
109987.008,-1.2692,0.1056,0.1728
109987.055,-1.2631,0.1056,0.1752
109987.102,-1.2595,0.1068,0.1789
109987.148,-1.2595,0.1081,0.1777
109987.203,-1.2607,0.1081,0.1740
109987.258,-1.2607,0.1068,0.1728
109987.305,-1.2631,0.1032,0.1740
109987.352,-1.2607,0.1056,0.1740
109987.406,-1.2595,0.1068,0.1752
109987.453,-1.2619,0.1093,0.1777
109987.508,-1.2607,0.1068,0.1777
109987.555,-1.2619,0.1056,0.1752
109987.602,-1.2607,0.1081,0.1740
109987.656,-1.2607,0.1056,0.1752
109987.703,-1.2607,0.1056,0.1764
109987.750,-1.2607,0.1068,0.1789
109987.805,-1.2595,0.1081,0.1752
109987.859,-1.2619,0.1081,0.1740
109987.906,-1.2607,0.1081,0.1752
109987.953,-1.2607,0.1056,0.1777
109988.000,-1.2607,0.1068,0.1752
109988.055,-1.2607,0.1056,0.1740
109988.102,-1.2607,0.1081,0.1764
109988.148,-1.2631,0.1056,0.1740
109988.211,-1.2619,0.1032,0.1728
109988.258,-1.2619,0.1044,0.1728
109988.305,-1.2619,0.1068,0.1716
109988.352,-1.2619,0.1068,0.1777
109988.398,-1.2619,0.1044,0.1740
109988.453,-1.2619,0.1056,0.1740
109988.508,-1.2631,0.1093,0.1752
109988.555,-1.2619,0.1056,0.1752
109988.609,-1.2607,0.1056,0.1752
109988.656,-1.2595,0.1068,0.1740
109988.703,-1.2607,0.1056,0.1740
109988.750,-1.2607,0.1056,0.1752
109988.797,-1.2607,0.1056,0.1764
109988.859,-1.2619,0.1032,0.1789
109988.906,-1.2595,0.1068,0.1777
109988.953,-1.2595,0.1081,0.1752
109989.008,-1.2619,0.1081,0.1764
109989.055,-1.2607,0.1044,0.1740
109989.102,-1.2570,0.1056,0.1728
109989.148,-1.2607,0.1056,0.1716
109989.203,-1.2619,0.1044,0.1764
109989.258,-1.2619,0.1056,0.1740
109989.305,-1.2570,0.1081,0.1728
109989.352,-1.2619,0.1032,0.1740
109989.406,-1.2595,0.1032,0.1764
109989.453,-1.2619,0.1056,0.1752
109989.508,-1.2607,0.1056,0.1752
109989.555,-1.2595,0.1105,0.1764
109989.602,-1.2582,0.1093,0.1764
109989.656,-1.2619,0.1068,0.1764
109989.703,-1.2619,0.1068,0.1764
109989.750,-1.2607,0.1068,0.1764
109989.805,-1.2619,0.1081,0.1764
